source,expedition,site,hole,physical_sample_id,nrm_intensite,inclinaison_nrm,declinaison_nrm,profondeur_m,n_etapes_ablation,dose_min,dose_max,intensite_finale,fraction_restante,rho_ablation,n_etapes_inscription,rho_inscription,data_kind
iodp_remanence_360_11984456,360,U1473,A,CUBE7515241,0.1677,54.1,276.3,597.74,51,0,580,0.0077438,0.0461766,-0.6005,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7515271,0.221932,41.0,58.4,601.0,51,0,580,0.0205525,0.0926071,-0.4416,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7515281,0.075563,45.1,14.8,602.99,51,0,580,0.0060061,0.0794847,-0.6567,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7515291,0.17901,40.6,26.7,604.925,42,5,200,0.0317044,0.17711,-0.9603,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7517751,0.141419,56.0,88.1,607.93,51,0,580,0.0081962,0.0579567,-0.9474,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7517761,0.0220702,58.8,193.1,609.52,51,0,580,0.0025828,0.117027,-0.8033,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7517781,0.0412724,64.3,13.3,612.05,51,0,580,0.0073969,0.179221,-0.8424,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7517801,1.34944,46.0,148.6,615.4,51,0,580,0.0545623,0.0404333,-0.9621,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7517811,0.100885,35.7,0.7,617.13,51,0,580,0.0217788,0.215877,-0.9157,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7517831,0.443904,50.6,47.9,619.97,51,0,580,0.0353511,0.0796368,-0.3757,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7517851,0.172531,24.8,8.6,623.06,51,0,580,0.064815,0.375672,-0.7519,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7517881,0.522934,47.2,45.2,628.28,51,0,580,0.0685879,0.13116,-0.1167,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7517891,0.0987033,63.5,209.5,631.24,51,0,580,0.0090864,0.0920577,-0.7739,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7517911,5.37831,13.1,132.4,631.83,51,0,580,1.09406,0.20342,-0.8692,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7517921,0.0713892,54.2,53.6,633.62,51,0,580,0.0097367,0.136389,-0.9621,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7517941,0.134329,53.9,34.7,635.82,51,0,580,0.0153981,0.11463,-0.9816,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7519801,0.104801,76.0,275.2,625.08,51,0,580,0.0232291,0.22165,-0.8668,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7519811,0.208922,56.7,137.4,636.305,51,0,580,0.0113533,0.0543423,-0.9841,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7519831,1.54984,60.5,89.5,639.24,39,5,140,0.0801649,0.0517246,-0.9895,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7519851,0.0217562,79.6,5.9,639.82,51,0,580,0.0038678,0.177779,-0.8008,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7519871,0.2568,55.3,82.1,641.69,51,0,580,0.0359135,0.13985,-0.8521,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7519881,0.0793419,-11.0,133.2,641.87,51,0,580,0.0291892,0.367891,-0.6689,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7519891,2.33747,51.8,28.0,642.8,51,0,580,0.0727577,0.0311266,-0.6615,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7519911,0.0857008,56.4,61.1,644.64,42,5,200,0.0162695,0.189841,-0.9297,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7519921,0.138297,69.1,352.4,646.46,51,0,580,0.0103708,0.0749893,-0.9645,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7519941,0.0838488,51.6,107.1,649.02,51,0,580,0.0072959,0.0870126,-0.9816,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7519961,0.0861287,45.5,89.8,649.8,51,0,580,0.0098815,0.114729,-0.9792,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7519971,2.89997,49.3,75.6,650.48,51,0,580,0.171539,0.0591522,-0.7275,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7519981,0.0730669,59.0,31.9,651.6,48,0,580,0.008905,0.121875,-0.9491,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7524441,1.49063,53.0,68.7,652.87,51,0,580,0.0181158,0.0121531,-0.9670,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7524461,0.61294,64.2,187.8,654.76,51,0,580,0.0113809,0.0185677,-0.9914,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7524481,0.612883,61.0,272.1,657.56,51,0,580,0.0085751,0.0139914,-0.9743,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7524501,0.148785,24.1,58.7,660.945,51,0,580,0.0140057,0.0941338,-0.9719,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7524511,0.528459,57.8,155.3,662.93,51,0,580,0.0076054,0.0143917,-0.9938,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7524531,0.554099,46.4,62.8,664.51,51,0,580,0.0461776,0.0833381,-0.9914,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7524541,0.105138,25.9,76.2,664.445,51,0,580,0.0176706,0.168071,-0.9767,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7524561,0.4061,79.3,52.5,668.435,51,0,580,0.0110408,0.0271874,-0.9938,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7524571,0.0307313,57.1,119.0,668.98,51,0,580,0.005664,0.184307,-0.9938,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7524591,0.0547029,74.8,170.3,673.11,51,0,580,0.0120919,0.221047,-0.9938,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7524601,0.0474854,62.4,351.1,674.08,51,0,580,0.0090192,0.189936,-0.9938,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7528121,0.047516,58.2,61.6,674.465,54,0,580,0.0081966,0.172502,-0.9933,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7528141,0.0226481,60.8,198.6,676.835,51,0,580,0.0069286,0.305924,-0.9938,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7528161,0.050553,67.2,226.9,677.91,51,0,580,0.0103883,0.205493,-0.9523,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7528171,0.0556544,57.6,222.1,678.1,51,0,580,0.0131881,0.236964,-0.9425,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7528181,0.0111282,66.7,137.8,678.12,45,0,200,0.0045595,0.409725,-0.0565,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7528201,0.0192562,33.9,11.8,681.29,51,0,580,0.0139857,0.726296,-0.9254,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7528221,0.195341,36.5,174.4,684.76,54,0,580,0.0634222,0.324674,-0.9935,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7528231,0.42354,59.3,222.8,684.88,51,0,580,0.0316751,0.0747866,-0.9890,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7528251,0.76974,66.0,242.9,686.66,51,0,580,0.0492834,0.0640261,-0.9254,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7528271,1.19266,-70.5,44.8,688.11,51,0,580,0.332958,0.279174,-0.9352,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7528281,0.132633,60.9,225.0,689.75,51,0,580,0.0101598,0.0766008,-0.7104,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7528301,0.0777875,51.9,172.5,692.42,51,0,580,0.0123851,0.159217,-0.9914,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7530621,0.509248,-59.3,166.9,688.29,51,0,580,0.123232,0.241987,-0.9816,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7531631,0.0716621,66.5,41.6,695.18,51,0,580,0.0131635,0.183688,-0.9938,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7531641,0.161218,62.7,30.4,695.75,51,0,580,0.0051801,0.032131,-0.9743,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7531661,0.304711,67.7,17.7,698.05,51,0,580,0.0395745,0.129875,-0.9890,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7531671,0.13202,59.9,152.6,701.31,51,0,580,0.0151906,0.115063,-0.9938,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7531691,0.555619,72.5,354.5,703.74,51,0,580,0.014095,0.0253681,-0.9034,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7531711,0.521015,63.4,64.3,705.9,51,0,580,0.0145466,0.0279197,-0.9474,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7531731,0.313391,40.4,48.6,709.11,51,0,580,0.0605288,0.193141,-0.5882,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7531741,0.112712,15.1,112.0,709.74,51,0,580,0.0287179,0.254791,-0.9914,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7531751,0.06791,69.0,62.1,710.35,51,0,580,0.0133482,0.196557,-0.9914,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7531761,0.298248,37.8,94.7,710.83,54,0,580,0.0427356,0.143289,-0.4213,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7531781,0.129949,64.6,69.0,712.79,51,0,580,0.0227552,0.175109,-0.9914,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7531791,0.246004,59.1,33.1,710.35,51,0,580,0.0278771,0.11332,-0.9792,0,,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7599531,0.0221598,16.4,177.3,0.84,14,5,100,0.0021615,0.0975415,-0.7231,10,0.9030,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7599541,0.0183272,12.4,157.3,2.34,14,5,100,0.0012906,0.0704199,-0.9341,10,0.9030,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7599551,0.0203676,10.4,170.9,3.5,14,5,100,0.0010432,0.0512186,-0.7582,10,0.9030,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7599561,0.0181626,8.7,172.5,4.85,14,5,100,0.0014607,0.0804235,-0.9341,10,0.9030,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7600881,0.0212502,14.6,176.2,6.54,14,5,100,0.001052,0.0495054,-0.9341,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7600891,0.0202004,22.3,160.1,7.65,14,5,100,0.0012544,0.0620978,-0.9341,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7600901,0.017951,15.0,359.4,9.15,14,5,100,0.0012175,0.0678235,-0.6879,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7600911,0.0163577,13.1,177.2,10.65,14,5,100,0.0006777,0.04143,-0.9692,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7600921,0.0178529,7.2,172.0,12.13,14,5,100,0.0004731,0.0264999,-0.9692,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7600941,0.0105917,14.3,160.8,13.9,14,5,100,0.0004726,0.0446198,-0.9692,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7602051,0.0204478,5.0,159.3,17.2,14,5,100,0.0004534,0.0221735,-0.9692,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7602061,0.0171904,4.3,180.9,20.6,21,5,100,0.0005615,0.0326636,-0.9286,9,0.5500,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7602071,0.0189339,1.7,169.5,23.2,14,5,100,0.0003163,0.0167055,-0.9692,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7602731,0.0240176,-1.5,171.3,30.0,14,5,100,0.0002476,0.0103091,-0.9692,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7602741,0.0256755,-2.9,186.0,33.7,14,5,100,0.0002245,0.00874374,-0.9692,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7602751,0.0256315,6.0,184.6,26.7,14,5,100,0.0004232,0.0165109,-0.9341,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7602971,0.0356104,-10.5,184.6,34.7,12,15,100,0.0005287,0.0148468,-0.9580,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7602981,0.0075736,-15.0,172.9,40.1,12,15,100,0.0002132,0.0281504,-0.8462,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7602991,0.020749,-2.4,184.4,42.2,12,15,100,0.0005885,0.0283628,-0.9580,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7603201,0.02878,-8.8,187.5,45.7,12,15,100,0.0002581,0.00896803,-0.9021,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7603211,0.0310055,-7.6,190.7,50.2,12,15,100,0.000737,0.02377,-0.9021,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7603221,0.0369634,-10.6,184.9,52.9,12,15,100,0.0004319,0.0116845,-0.9021,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7603401,0.0101607,-36.2,90.0,56.4,14,15,100,0.0004721,0.0464633,-0.9560,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7603411,0.0093231,-35.4,90.0,59.8,12,15,100,0.0005034,0.0539949,-0.9021,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7603421,0.0082201,-36.6,90.0,62.4,12,15,100,0.0003576,0.0435031,-0.9580,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7604791,0.0093005,-36.3,90.0,64.65,12,15,100,0.000422,0.0453739,-0.9580,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7604801,0.0073485,-36.2,90.1,67.7,12,15,100,0.0002574,0.0350276,-0.9580,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7604811,0.0492526,-5.7,181.1,70.65,18,15,100,0.000752,0.0152682,-0.8947,9,1.0000,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7605551,0.0387131,-6.7,185.1,72.65,10,25,100,0.0001336,0.00345103,-0.8424,6,1.0000,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7605561,0.0347059,-6.1,189.8,75.65,14,15,100,0.000329,0.00947966,-0.7187,6,1.0000,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7605571,0.0311066,-11.3,179.2,78.65,12,15,100,0.0002424,0.00779256,-0.9021,6,1.0000,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7606671,0.0368812,-14.9,186.6,83.65,12,15,100,0.0002028,0.00549874,-0.9580,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7606681,0.0379397,-13.3,191.4,89.65,12,15,100,0.0003785,0.00997636,-0.9580,4,-0.6000,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7606691,0.0446579,-8.4,187.5,86.65,12,15,100,0.0005856,0.013113,-0.9580,8,0.1190,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7607201,0.049678,-10.1,173.5,91.65,12,15,100,0.0004117,0.00828737,-0.9580,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7607211,0.0378769,-13.6,181.7,94.65,12,15,100,0.0004908,0.0129578,-0.7902,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7607221,0.0342924,-21.4,188.3,97.65,12,15,100,0.0005297,0.0154466,-0.9021,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7607911,0.0357659,-4.5,183.2,101.15,12,15,100,0.0005137,0.0143628,-0.9021,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7607921,0.0227374,-6.1,180.3,104.17,12,15,100,3.81e-05,0.00167565,-0.9021,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7607931,0.0267406,-3.6,188.4,107.19,12,15,100,0.0002594,0.00970061,-0.9580,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7608521,0.031376,-15.7,179.2,112.15,12,15,100,0.0005306,0.016911,-0.9021,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7608531,0.0421679,-24.1,179.7,115.16,12,15,100,0.0008926,0.0211678,-0.9021,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7608541,0.048018,-11.2,183.9,118.19,12,15,100,0.0010031,0.0208901,-0.9021,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7609141,0.0416137,-15.5,168.5,121.66,12,15,100,0.0004963,0.0119264,-0.9580,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7609151,0.0377399,-3.5,186.9,124.65,24,15,100,0.0002553,0.00676472,-0.8400,9,0.5500,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7609161,0.0364415,-27.3,173.8,127.66,12,15,100,0.0009531,0.0261542,-0.9580,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7609751,0.0583364,-12.7,178.7,129.65,14,5,100,0.0005717,0.00980006,-0.9692,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7609761,0.0513362,-13.3,186.9,132.67,14,5,100,0.0004822,0.00939298,-0.9692,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7609771,0.0331457,-20.9,188.9,135.68,14,5,100,0.0007241,0.021846,-0.9692,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7610491,0.0531911,-15.0,193.7,140.7,8,15,100,0.0003962,0.00744861,-0.9048,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7610501,0.0686984,-10.1,183.5,143.8,12,5,100,0.0003711,0.00540187,-0.9580,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7610511,0.0586441,-12.1,184.0,146.8,16,5,100,0.0008845,0.0150825,-0.8441,4,1.0000,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7611091,0.0398247,-8.4,191.6,151.59,14,15,100,0.0010438,0.0262099,-0.6044,8,-0.0238,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7611101,0.0466204,-7.4,175.7,154.32,12,15,100,0.0008308,0.0178205,-0.9580,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7611111,0.0467407,-14.7,179.7,157.34,12,15,100,0.0007401,0.0158342,-0.7902,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7611581,0.0457647,-24.0,181.5,162.4,12,15,100,0.0017092,0.0373476,-0.5664,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7611591,0.0043952,-49.5,134.1,165.4,10,15,100,0.0018031,0.410243,-0.6485,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7612051,0.0414784,-15.5,186.6,170.51,12,15,100,0.0012568,0.0303001,-0.0629,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7612061,0.0345705,-11.0,190.2,173.37,12,15,100,0.0007826,0.0226378,-0.7902,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7612691,0.0283868,-27.8,182.0,180.1,18,15,100,0.0002364,0.00832781,-0.8390,9,0.5500,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7612701,0.02479,-28.5,189.5,184.64,18,15,100,0.0004519,0.0182291,-0.7833,9,0.5500,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7613521,0.0447404,-16.5,180.0,188.2,18,15,100,0.0004889,0.0109275,-0.8947,9,0.5500,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7613531,0.0461677,-27.9,175.9,193.98,12,15,100,0.0006537,0.0141592,-0.9021,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7613961,0.0455203,-6.9,183.6,197.4,18,15,100,0.0002356,0.00517571,-0.8947,9,0.5500,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7613971,0.0404868,-2.7,279.4,200.47,12,15,100,0.000148,0.00365551,-0.9580,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7614481,0.0164497,-39.2,325.7,207.15,12,15,100,0.000184,0.0111856,-0.9021,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7614491,0.0187416,-1.3,202.7,211.64,12,15,100,5.04e-05,0.0026892,-0.7343,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7614581,0.054512,-5.9,1.7,216.66,12,15,100,0.0003665,0.00672329,-0.9021,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7614591,0.0420279,-9.7,186.0,219.62,12,15,100,0.0005363,0.0127606,-0.6783,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7615061,0.0285948,-5.2,191.5,227.25,12,15,100,0.0004249,0.0148593,-0.1189,8,0.7857,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7615281,0.041417,-2.8,192.4,224.24,18,15,100,0.0003206,0.00774078,-0.9505,6,-0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7615851,0.0403656,-0.7,193.2,233.65,12,15,100,0.0004617,0.011438,-0.7343,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7615861,0.0418092,-9.8,179.4,236.64,14,15,100,0.000393,0.00939985,-0.8330,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7616581,0.044293,-8.7,183.5,242.15,12,15,100,0.0004068,0.0091843,-0.7902,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7617001,0.0395234,-7.6,176.3,247.57,10,15,100,0.00065,0.016446,-0.8424,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,A,CUBE7617721,0.023423,-4.5,177.0,251.91,12,15,100,0.0001783,0.00761218,-0.6783,6,0.5429,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,C,CUBE7628301,0.0082888,40.3,130.2,0.13,6,15,100,0.0014408,0.173825,-0.9429,5,0.9000,mesure_experimentale
iodp_remanence_361_19486482,361,U1474,C,CUBE7628311,0.0072404,26.0,174.5,0.44,6,15,100,0.0021017,0.290274,-0.9429,5,0.9000,mesure_experimentale
iodp_remanence_361_19486482,361,U1475,A,CUBE7647291,0.000151,26.0,156.8,0.8,5,15,80,7.43e-05,0.492053,-0.9000,3,0.5000,mesure_experimentale
iodp_remanence_361_19486482,361,U1475,A,CUBE7647301,0.0036767,-1.4,48.2,0.1,5,15,80,0.0007848,0.213452,-1.0000,3,0.5000,mesure_experimentale
iodp_remanence_361_19486482,361,U1475,B,CUBE7648621,0.0001842,56.8,147.2,3.8,18,15,100,7.48e-05,0.40608,-0.6161,0,,mesure_experimentale
iodp_remanence_361_19486482,361,U1475,B,CUBE7648631,0.0001305,57.2,175.5,5.0,12,15,100,6.27e-05,0.48046,0.3287,0,,mesure_experimentale
iodp_remanence_361_19486482,361,U1475,B,CUBE7650621,0.0001038,-8.1,130.3,10.14,12,15,100,2.89e-05,0.27842,-0.9021,0,,mesure_experimentale
iodp_remanence_361_19486482,361,U1475,B,CUBE7650631,4.73e-05,25.8,151.7,13.14,12,15,100,3.33e-05,0.704017,-0.5664,0,,mesure_experimentale
iodp_remanence_361_19486482,361,U1475,B,CUBE7651111,0.0001945,55.6,352.9,24.18,12,15,100,2.69e-05,0.138303,0.6084,0,,mesure_experimentale
iodp_remanence_361_19486482,361,U1475,B,CUBE7652171,0.0002602,73.2,158.2,34.01,12,15,100,6.72e-05,0.258263,0.1608,0,,mesure_experimentale
iodp_remanence_361_19486482,361,U1475,B,CUBE7652801,0.0002266,73.7,142.7,38.95,18,15,100,3.18e-05,0.140335,-0.8390,0,,mesure_experimentale
