planet_name,host_name,discovery_method,discovery_year,orbital_period_days,radius_earth,mass_earth,density_g_cm3,equilibrium_temperature_k,stellar_teff_k,stellar_radius_solar,stellar_mass_solar,system_planet_count,parameter_reference,discovery_reference,archive_row_update
HD 203387 c,HD 203387,Radial Velocity,2022,2481.07227,,2378.9456264,,,,,2.817,2,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,2023-06-12
HIP 19976 b,HIP 19976,Radial Velocity,2022,50.65905,,21.61233168,,,,,0.67,1,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,2023-06-14
HIP 35965 b,HIP 35965,Radial Velocity,2022,26125.56497,,2589.98368864,,,,,0.78,1,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,2023-06-12
HIP 55507 b,HIP 55507,Radial Velocity,2022,5138.43727,,2585.53409095,,,,,0.65,1,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,2023-06-12
HIP 948 b,HIP 948,Radial Velocity,2022,24955.45756,,6547.2651842,,,,,0.71,1,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,2023-06-12
OGLE-2019-BLG-1470L AB c,OGLE-2019-BLG-1470L A,Microlensing,2022,,,699.2224954,,,,,0.57,1,<a refstr=KUANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.516.1704K/abstract target=ref>Kuang et al. 2022</a>,<a refstr=KUANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.516.1704K/abstract target=ref>Kuang et al. 2022</a>,2022-09-19
TOI-5786 b,TOI-5786,Transit,2025,12.779107,8.54,73.0,0.64,1040.0,6235.0,1.36,1.23,1,<a refstr=THOMAS_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...694A.143T/abstract target=ref>Thomas et al. 2025</a>,<a refstr=THOMAS_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...694A.143T/abstract target=ref>Thomas et al. 2025</a>,2025-01-22
TOI-5788 c,TOI-5788,Transit,2026,16.213362,2.272,6.4,3.032489,667.0,5615.0,0.87,0.87,2,<a refstr=LAKELAND_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.546ag158L/abstract target=ref>Lakeland et al. 2026</a>,<a refstr=LAKELAND_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.546ag158L/abstract target=ref>Lakeland et al. 2026</a>,2026-02-05
TOI-5788 b,TOI-5788,Transit,2026,6.340758,1.528,3.72,5.734161,910.0,5615.0,0.87,0.87,2,<a refstr=LAKELAND_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.546ag158L/abstract target=ref>Lakeland et al. 2026</a>,<a refstr=LAKELAND_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.546ag158L/abstract target=ref>Lakeland et al. 2026</a>,2026-02-05
TOI-5795 b,TOI-5795,Transit,2025,6.1406325,5.62,23.66,0.73,1136.78,5715.0,1.082,0.901,1,<a refstr=MANNI_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...701A.230M/abstract target=ref>Manni et al. 2025</a>,<a refstr=MANNI_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...701A.230M/abstract target=ref>Manni et al. 2025</a>,2025-08-14
TOI-5799 b,TOI-5799,Transit,2024,4.164507,1.733,,,505.0,3452.0,0.321,0.325,2,<a refstr=YALCINKAYA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...702A.209Y/abstract target=ref>Yal&ccedil;inkaya et al. 2025</a>,<a refstr=MISTRY_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024PASA...41...30M/abstract target=ref>Mistry et al. 2024</a>,2025-10-02
TOI-5800 b,TOI-5800,Transit,2025,2.6278838,2.46,9.5,3.46,1108.0,4850.0,0.773,0.778,1,<a refstr=NAPONIELLO_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...701A..79N/abstract target=ref>Naponiello et al. 2025</a>,<a refstr=JENKINS_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJ...989L..20J/abstract target=ref>Jenkins et al. 2025</a>,2025-08-14
HD 184010 b,HD 184010,Radial Velocity,2022,286.6,,98.52680617,,,4971.0,4.86,1.35,3,<a refstr=TENG_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74.1309T/abstract target=ref>Teng et al. 2022</a>,<a refstr=TENG_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74.1309T/abstract target=ref>Teng et al. 2022</a>,2022-10-10
HD 184010 c,HD 184010,Radial Velocity,2022,484.3,,95.3485221,,,4971.0,4.86,1.35,3,<a refstr=TENG_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74.1309T/abstract target=ref>Teng et al. 2022</a>,<a refstr=TENG_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74.1309T/abstract target=ref>Teng et al. 2022</a>,2022-10-10
HD 184010 d,HD 184010,Radial Velocity,2022,836.4,,143.02278315,,,4971.0,4.86,1.35,3,<a refstr=TENG_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74.1309T/abstract target=ref>Teng et al. 2022</a>,<a refstr=TENG_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74.1309T/abstract target=ref>Teng et al. 2022</a>,2022-10-10
KIC 3526061 b,KIC 3526061,Radial Velocity,2022,3552.0,,5768.58558705,,,4829.0,5.86,1.42,1,<a refstr=KARJALAINEN_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...668A..26K/abstract target=ref>Karjalainen et al. 2022</a>,<a refstr=KARJALAINEN_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...668A..26K/abstract target=ref>Karjalainen et al. 2022</a>,2022-10-10
NGTS-21 b,NGTS-21,Transit,2022,1.5433897,14.90794433,750.07504052,1.25,1357.0,4660.0,0.86,0.72,1,<a refstr=ALVES_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.517.4447A/abstract target=ref>Alves et al. 2022</a>,<a refstr=ALVES_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.517.4447A/abstract target=ref>Alves et al. 2022</a>,2022-10-18
KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L,Microlensing,2022,,,232.01473711,,,,,0.48,1,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...663A.145H/abstract target=ref>Han et al. 2022</a>,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...663A.145H/abstract target=ref>Han et al. 2022</a>,2022-10-18
HD 3167 e,HD 3167,Radial Velocity,2022,91.9,,14.9,,389.0,5338.0,0.871,0.864,4,<a refstr=COY_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026ApJ..1005L..77C/abstract target=ref>Coy et al. 2026</a>,<a refstr=BOURRIER_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...668A..31B/abstract target=ref>Bourrier et al. 2022</a>,2026-07-30
TOI-5803 b,TOI-5803,Transit,2023,5.38305,3.2732,,,678.87,5134.0,0.7625,0.87,1,<a refstr=MISTRY_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....9M/abstract target=ref>Mistry et al. 2023</a>,<a refstr=MISTRY_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....9M/abstract target=ref>Mistry et al. 2023</a>,2023-05-26
Kepler-76 b,Kepler-76,Orbital Brightness Modulation,2013,1.5449298,15.24424,638.8383,1.1,2140.0,6409.0,1.32,1.2,1,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,<a refstr=FAIGLER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...771...26F/abstract target=ref> Faigler et al. 2013 </a>,2015-10-07
TOI-5817 b,TOI-5817,Transit,2025,15.61031,3.08,10.3,1.93,950.0,5770.0,1.427,0.97,1,<a refstr=NAPONIELLO_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...701A..79N/abstract target=ref>Naponiello et al. 2025</a>,<a refstr=NAPONIELLO_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...701A..79N/abstract target=ref>Naponiello et al. 2025</a>,2025-08-14
TOI-969 c,TOI-969,Radial Velocity,2022,1700.0,,3591.4609991,,96.4,4435.0,0.671,0.734,2,<a refstr=LILLO_BOX_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.109L/abstract target=ref>Lillo-Box et al. 2023</a>,<a refstr=LILLO_BOX_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.109L/abstract target=ref>Lillo-Box et al. 2023</a>,2022-10-31
OGLE-2017-BLG-1691L b,OGLE-2017-BLG-1691L,Microlensing,2022,,,14.62010672,,,,,0.45,1,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...664A..33H/abstract target=ref>Han et al. 2022</a>,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...664A..33H/abstract target=ref>Han et al. 2022</a>,2022-10-31
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,Microlensing,2022,,,31.7828407,,,,,0.32,1,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...664A..33H/abstract target=ref>Han et al. 2022</a>,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...664A..33H/abstract target=ref>Han et al. 2022</a>,2022-10-31
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,Microlensing,2022,,,120.77479466,,,,,0.57,1,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...664A..33H/abstract target=ref>Han et al. 2022</a>,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...664A..33H/abstract target=ref>Han et al. 2022</a>,2022-10-31
KMT-2021-BLG-1554L b,KMT-2021-BLG-1554L,Microlensing,2022,,,38.13940884,,,,,0.08,1,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...664A..33H/abstract target=ref>Han et al. 2022</a>,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...664A..33H/abstract target=ref>Han et al. 2022</a>,2022-10-31
Kepler-1762 b,Kepler-1762,Transit,2021,29.53910065,2.76022913,,,,6572.0,1.238,1.298,1,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2021-12-05
HD 206893 b,HD 206893,Imaging,2021,11100.0,,6197.6539365,,,,,1.31,2,<a refstr=KRAL_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...705A.217K/abstract target=ref>Kral et al. 2026</a>,<a refstr=WARD_DUONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....5W/abstract target=ref>Ward-Duong et al. 2021</a>,2026-05-07
K2-411 b,K2-411,Transit,2022,3.2141,0.9898,,,,5711.0,1.375,1.018,1,<a refstr=DEL_SER_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.518..669D/abstract target=ref>del Ser et al. 2023</a>,<a refstr=DEL_SER_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.518..669D/abstract target=ref>del Ser et al. 2023</a>,2022-11-07
K2-413 b,K2-413,Transit,2022,0.8094,0.7599,,,,4116.0,0.7,0.808,2,<a refstr=DEL_SER_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.518..669D/abstract target=ref>del Ser et al. 2023</a>,<a refstr=DEL_SER_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.518..669D/abstract target=ref>del Ser et al. 2023</a>,2022-11-07
K2-413 c,K2-413,Transit,2022,5.3301,1.2327,,,,4116.0,0.7,0.808,2,<a refstr=DEL_SER_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.518..669D/abstract target=ref>del Ser et al. 2023</a>,<a refstr=DEL_SER_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.518..669D/abstract target=ref>del Ser et al. 2023</a>,2022-11-07
K2-414 c,K2-414,Transit,2022,6.669,1.9287,,,,4343.0,0.732,0.814,2,<a refstr=DEL_SER_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.518..669D/abstract target=ref>del Ser et al. 2023</a>,<a refstr=DEL_SER_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.518..669D/abstract target=ref>del Ser et al. 2023</a>,2022-11-07
K2-414 b,K2-414,Transit,2022,4.3696,1.219,,,,4343.0,0.732,0.814,2,<a refstr=DEL_SER_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.518..669D/abstract target=ref>del Ser et al. 2023</a>,<a refstr=DEL_SER_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.518..669D/abstract target=ref>del Ser et al. 2023</a>,2022-11-07
K2-412 b,K2-412,Transit,2022,5.9382,2.116,,,,5590.0,0.977,0.893,1,<a refstr=DEL_SER_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.518..669D/abstract target=ref>del Ser et al. 2023</a>,<a refstr=DEL_SER_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.518..669D/abstract target=ref>del Ser et al. 2023</a>,2022-11-07
Kepler-1712 b,Kepler-1712,Transit,2021,13.81499958,2.28372556,,,,3732.0,0.509,0.515,1,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2021-12-05
Kepler-923 b,Kepler-923,Transit,2016,6.93366476,1.38,,,,5988.0,1.26,1.11,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
NGTS-23 b,NGTS-23,Transit,2022,4.0764326,14.20177855,194.82881349,,1327.0,6057.0,1.24,1.01,1,<a refstr=JACKSON_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.518.4845J/abstract target=ref>Jackson et al. 2023</a>,<a refstr=JACKSON_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.518.4845J/abstract target=ref>Jackson et al. 2023</a>,2022-11-14
NGTS-25 b,NGTS-25,Transit,2022,2.823093,11.46678726,203.09235207,,1101.0,5321.0,0.86,0.91,1,<a refstr=JACKSON_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.518.4845J/abstract target=ref>Jackson et al. 2023</a>,<a refstr=JACKSON_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.518.4845J/abstract target=ref>Jackson et al. 2023</a>,2023-01-04
HD 191939 g,HD 191939,Radial Velocity,2022,284.0,,13.5,,278.0,5348.0,0.94,0.81,6,<a refstr=ORELL_MIQUEL_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A..40O/abstract target=ref>Orell-Miquel et al. 2023</a>,<a refstr=ORELL_MIQUEL_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A..40O/abstract target=ref>Orell-Miquel et al. 2023</a>,2022-11-14
TOI-5882 b,TOI-5882,Transit,2025,7.148972,11.46678726,6995.40323807,25.4,1515.0,5920.0,2.26,1.334,1,<a refstr=VOWELL_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170...68V/abstract target=ref>Vowell et al. 2025</a>,<a refstr=VOWELL_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170...68V/abstract target=ref>Vowell et al. 2025</a>,2025-07-17
Kepler-924 b,Kepler-924,Transit,2016,61.0370117,3.07,,,,6167.0,1.23,1.14,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
TOI-5916 b,TOI-5916,Transit,2026,2.367128,11.35469745,226.61165419,0.86,683.0,3613.0,0.48,0.477,1,<a refstr=DRANSFIELD_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547ag448D/abstract target=ref>Dransfield et al. 2026</a>,<a refstr=DRANSFIELD_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547ag448D/abstract target=ref>Dransfield et al. 2026</a>,2026-04-30
Kepler-1763 b,Kepler-1763,Transit,2021,1.480280042,1.14651332,,,,5897.0,1.259,1.026,1,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2021-12-05
TOI-5926 b,TOI-5926,Transit,2026,3.81122794237,7.56807148,,,,5388.92,0.890046,,1,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.548ag512L/abstract target=ref>Lafarga et al. 2026</a>,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.548ag512L/abstract target=ref>Lafarga et al. 2026</a>,2026-04-23
Kepler-4 b,Kepler-4,Transit,2009,3.21346,4.002,24.472,1.91,1650.0,5857.0,1.487,1.223,1,<a refstr=BORUCKI_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713L.126B/abstract target=ref> Borucki et al. 2010 </a>,<a refstr=BORUCKI_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713L.126B/abstract target=ref> Borucki et al. 2010 </a>,2014-05-14
Kepler-925 b,Kepler-925,Transit,2016,33.8678531,2.34,,,,4673.0,0.72,0.77,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
TOI-5938 b,TOI-5938,Transit,2026,2.260424,3.82,,,1077.0,4650.0,0.712,0.744,1,<a refstr=MORELLO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.549ag183M/abstract target=ref>Morello et al. 2026</a>,<a refstr=MORELLO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.549ag183M/abstract target=ref>Morello et al. 2026</a>,2026-02-26
HD 167768 b,HD 167768,Radial Velocity,2022,20.6532,,270.15414595,,,4851.0,9.7,1.08,1,<a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75..169T/abstract target=ref>Teng et al. 2023</a>,<a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75..169T/abstract target=ref>Teng et al. 2023</a>,2022-11-29
HD 114082 b,HD 114082,Radial Velocity,2022,109.75,11.2089807,2542.627256,,,6651.0,1.49,1.47,1,<a refstr=ZAKHOZHAY_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...667L..14Z/abstract target=ref>Zakhozhay et al. 2022</a>,<a refstr=ZAKHOZHAY_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...667L..14Z/abstract target=ref>Zakhozhay et al. 2022</a>,2022-11-29
KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L,Microlensing,2022,,,1754.41280664,,,,,0.56,1,<a refstr=SHIN_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165....8S/abstract target=ref>Shin et al. 2023</a>,<a refstr=SHIN_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165....8S/abstract target=ref>Shin et al. 2023</a>,2022-11-29
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,Microlensing,2022,,,34.96112477,,,,,0.27,1,<a refstr=SHIN_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165....8S/abstract target=ref>Shin et al. 2023</a>,<a refstr=SHIN_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165....8S/abstract target=ref>Shin et al. 2023</a>,2022-11-29
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,Microlensing,2022,,,22.24798849,,,,,0.14,1,<a refstr=SHIN_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165....8S/abstract target=ref>Shin et al. 2023</a>,<a refstr=SHIN_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165....8S/abstract target=ref>Shin et al. 2023</a>,2022-11-29
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,Microlensing,2022,,,5720.911326,,,,,0.9,1,<a refstr=BACHELET_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...75B/abstract target=ref>Bachelet et al. 2022</a>,<a refstr=BACHELET_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...75B/abstract target=ref>Bachelet et al. 2022</a>,2022-11-29
HD 206893 c,HD 206893,Imaging,2022,2290.0,,3527.8953177,,,,,1.31,2,<a refstr=KRAL_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...705A.217K/abstract target=ref>Kral et al. 2026</a>,<a refstr=HINKLEY_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...671L...5H/abstract target=ref>Hinkley et al. 2023</a>,2026-05-07
Kepler-926 b,Kepler-926,Transit,2016,52.0688601,2.31,,,,5806.0,1.01,1.01,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
TOI-1136 b,TOI-1136,Transit,2022,4.1727,,3.5,2.8,1216.0,5770.0,0.968,1.022,6,<a refstr=BEARD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...70B/abstract target=ref>Beard et al. 2024</a>,<a refstr=DAI_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...33D/abstract target=ref>Dai et al. 2023</a>,2024-04-10
TOI-1136 g,TOI-1136,Transit,2022,39.545,,5.6,1.9,574.0,5770.0,0.968,1.022,6,<a refstr=BEARD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...70B/abstract target=ref>Beard et al. 2024</a>,<a refstr=DAI_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...33D/abstract target=ref>Dai et al. 2023</a>,2024-04-10
TOI-6000 b,TOI-6000,Transit,2025,0.448959,0.94,,,1120.0,3419.0,0.38,0.37,1,<a refstr=GOMEZ_BARRIENTOS_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..148G/abstract target=ref>Gomez Barrientos et al. 2025</a>,<a refstr=GOMEZ_BARRIENTOS_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..148G/abstract target=ref>Gomez Barrientos et al. 2025</a>,2025-08-14
TOI-6002 b,TOI-6002,Transit,2024,10.904821,1.65,,,321.4,3229.0,0.2432,0.2101,1,<a refstr=GHACHOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A.263G/abstract target=ref>Ghachoui et al. 2024</a>,<a refstr=GHACHOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A.263G/abstract target=ref>Ghachoui et al. 2024</a>,2024-11-04
TOI-6008 b,TOI-6008,Transit,2024,0.8574347,1.03,4.0,,707.0,3075.0,0.242,0.23,1,<a refstr=BARKAOUI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...687A.264B/abstract target=ref>Barkaoui et al. 2024</a>,<a refstr=BARKAOUI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...687A.264B/abstract target=ref>Barkaoui et al. 2024</a>,2024-05-28
KMT-2017-BLG-0673L b,KMT-2017-BLG-0673L,Microlensing,2022,,,1166.43025369,,,,,0.63,1,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.132H/abstract target=ref>Han et al. 2022</a>,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.132H/abstract target=ref>Han et al. 2022</a>,2022-12-17
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,Microlensing,2022,,,1452.47581999,,,,,0.74,1,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.132H/abstract target=ref>Han et al. 2022</a>,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.132H/abstract target=ref>Han et al. 2022</a>,2022-12-17
