PGD ID,Type,Grain Label,Reference,Data Published,Source,Technique,Size a (µm),Size b (µm),Density min (g/cm^3),Density max (g/cm^3),12C/13C,err[12C/13C],14N/15N,err[14N/15N],26Al/27Al,err[26Al/27Al],d(29Si/28Si),err[d(29Si/28Si)],d(30Si/28Si),err[d(30Si/28Si)],44Ti/48Ti,err[44Ti/48Ti]
Gra-2013-JAD-000273,MD,OR1g1m-15,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.04,2.12,91.1080544959128,0.337181896208187,279.355940658327,4.33771082079412,,,6.19256732524121,19.6581735437807,-39.833531510107,22.8934488713792,,
Gra-2013-JAD-000274,MD,OR1g1m-16,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.04,2.12,89.3232128227961,0.33086119525879,284.380328080239,5.32077476430048,,,-47.6038669673954,20.9989540266766,-36.8608799048753,25.1526124272022,,
Gra-2013-JAD-000275,MD,OR1g1m-18,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,3,,2.04,2.12,517.595294117647,3.22047436698517,293.424225439681,3.65796081598969,,,-11.739577438971,11.7218079319032,180.142687277051,16.1480690813568,,
Gra-2013-JAD-000276,MD,OR1g1m-19,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,5,,2.04,2.12,262.111230729031,1.65693711755448,282.370573111474,3.35831222543726,,,52.0191595004502,12.0571172479296,105.826397146254,15.3464315820462,,
Gra-2013-JAD-000277,MD,OR1g1m-20,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,4,,2.04,2.12,9.24515834101383,0.024247046413268,287.394960533387,4.05643093602638,,,52.0191595004502,17.5423208011274,233.650416171225,23.3018426850447,,
Gra-2013-JAD-000278,MD,OR1g1m-20b,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,1,,2.04,2.12,389.856074621065,2.303050510772,281.365695627092,7.21009571695584,,,22.1322515600966,29.515824929602,-10.1070154577884,34.3711919008513,,
Gra-2013-JAD-000279,MD,OR1g1m-21,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,1,,2.04,2.12,476.985106990014,3.21701558609769,286.390083049004,7.01292167996147,,,48.0342384417365,27.1574412607744,87.9904875148632,33.3025539448363,,
Gra-2013-JAD-000280,MD,OR1g1m-22,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,2,,2.04,2.12,228.392459016393,1.24940786448605,304.477877767889,5.31964119295077,,,4.20010679588434,15.988550317438,37.4554102259215,19.6990392317936,,
Gra-2013-JAD-000281,MD,OR1g1m-23,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,3,,2.04,2.12,482.723618864293,3.47791718788315,287.394960533387,3.55608583434675,,,77.9211463820901,8.07068960741192,215.814506539833,11.4160309377723,,
Gra-2013-JAD-000282,MD,OR1g1m-24,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,4,,2.04,2.12,93.8353302151544,0.355925353445347,293.424225439681,3.53756811019899,,,65.9663832059485,9.55789687300421,55.2913198573126,11.9689436379596,,
Gra-2013-JAD-000283,MD,OR1g1m-25,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,5,,2.04,2.12,282.882030456853,1.47937668392943,287.394960533387,3.3497382997898,,,89.8759095582315,9.12119600315094,281.212841854934,13.0043708180445,,
Gra-2013-JAD-000284,MD,OR1g1m-26,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,6,,2.04,2.12,90.9428540344515,0.34396800307916,275.336430720797,3.03947621945405,,,-5.76219585090021,8.56172381531596,1.78359096313896,10.9193682663676,,
Gra-2013-JAD-000285,MD,OR1g1m-27,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,3,,2.04,2.12,109.508698689956,0.415254873689426,300.458367830359,3.76353415856935,,,-5.76219585090021,5.00481756295386,22.5921521997621,7.28004205263692,,
Gra-2013-JAD-000286,MD,OR1g1m-28,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.04,2.12,52.4633723849372,0.164665341640577,335.629079783745,3.98225876595706,,,-17.7169590270418,17.1589606364214,22.5921521997621,21.1803942880167,,
Gra-2013-JAD-000287,MD,OR1g1m-28b,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,2,,2.04,2.12,30.5357589041096,0.0884679117764438,289.404715502152,3.58459861972057,,,52.0191595004502,10.127304130148,90.9631391200951,12.9736755141273,,
Gra-2013-JAD-000288,MD,OR1g1m-29,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,2,,2.04,2.12,125.12157664962,0.501300904980954,274.331553236414,3.14897795956825,,,4.20010679588434,12.0049854821812,28.5374554102258,14.9461892870743,,
Gra-2013-JAD-000289,MD,OR1g1m-29b,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.04,2.12,4.66992402234637,0.0119618406143691,275.336430720797,3.95694601071082,,,-15.7244984976849,18.4495163454669,43.4007134363852,22.958303634763,,
Gra-2013-JAD-000290,MD,OR1g1m-30,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,2,,2.04,2.12,366.094773722628,1.92439456430417,277.346185689562,3.91106148370025,,,0.215185737170609,22.993282959846,-1.1890606420929,27.3739429126313,,
Gra-2013-JAD-000291,MD,OR1g1m-31,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,1,,2.04,2.12,87.9140823838738,0.317683279034476,300.458367830359,3.33515226506043,,,-13.7320379683279,13.6523981026028,-21.9976218787159,16.5216329878503,,
Gra-2013-JAD-000292,MD,OR1g1m-33,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,2,,2.04,2.12,14.5145374041383,0.0429272660293642,1436.97480266693,29.8817112331212,,,-13.7320379683279,42.3868012826598,-13.0796670630203,50.2675575819367,,
Gra-2013-JAD-000293,MD,OR1g1m-34,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,6,,2.04,2.12,228.913664993154,1.065742856767,282.370573111474,3.13667346168427,,,-19.7094195563986,13.2237147802287,-1.1890606420929,16.3130904868413,,
Gra-2013-JAD-000294,MD,OR1g1m-34b,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,2,,2.04,2.12,138.779701162147,0.562870785884876,287.394960533387,3.24679387425619,,,-1.77727479218648,10.6937317810125,34.4827586206895,13.5315271418597,,
Gra-2013-JAD-000295,MD,OR1g1m-34c,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.04,2.12,66.9179239492995,0.22336840878872,,,,,,,,,,
Gra-2013-JAD-000296,MD,OR1g1m-34d,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,2,,2.04,2.12,37.2760936454849,0.112153114590148,285.385205564622,3.49061962165861,,,-11.739577438971,13.7697546637499,-10.1070154577884,16.7407504130356,,
Gra-2013-JAD-000297,MD,OR1g1m-35,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,5,,2.04,2.12,88.6913952254642,0.320148909015822,296.438857892829,3.37282896755096,,,32.0945542068811,5.19904075655543,46.3733650416172,7.47871990306014,,
Gra-2013-JAD-000298,MD,OR1g1m-36,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,7,,2.04,2.12,226.791697942573,1.06274403617451,497.414354769323,6.22487566771232,,,-3.76973532154334,11.294593450691,-21.9976218787159,13.7405014074645,,
Gra-2013-JAD-000299,MD,OR1g1m-36b,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.04,2.12,831.06850041425,6.22843471663026,294.429102924064,3.88724179894905,,,63.9739226765919,13.6883456607434,215.814506539833,18.2159301672975,,
Gra-2013-JAD-000300,MD,OR1g1m-36c,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,6,,2.04,2.12,470.717822618489,2.93709001240596,280.360818142709,3.25282064697368,,,2.20764626652725,15.2499865785215,16.6468489892984,18.6161751512729,,
Gra-2013-JAD-000301,MD,OR1g1m-36d,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,3,,2.04,2.12,91.9431420714941,0.354819414312279,281.365695627092,3.20813329146348,,,-11.739577438971,5.95963876893252,-16.0523186682523,8.02946701904719,,
Gra-2013-JAD-000302,MD,OR1g1m-37,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,6,,2.04,2.12,89.9640968609865,0.323919299141704,275.336430720797,3.25553853131487,,,52.0191595004502,6.38355474256703,61.2366230677763,8.68269952944718,,
Gra-2013-JAD-000303,MD,OR1g1m-38,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,7,,2.04,2.12,117.58289532294,0.503387705263571,281.365695627092,3.59263723316392,,,-25.6868011444694,13.564396535422,-7.13436385255661,16.6908573326985,,
Gra-2013-JAD-000304,MD,OR1g1m-38b,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,2,,2.04,2.12,17.6726511627907,0.050291549493643,239.160841283028,3.24082331068359,,,-17.7169590270418,20.093803709339,-24.9702734839476,23.9530793090236,,
Gra-2013-JAD-000305,MD,OR1g1m-40,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.04,2.12,172.176395468589,0.775678004062806,288.399838017769,3.63065300268795,,,12.169948913312,13.0818882819688,70.1545778834718,16.5747896033403,,
Gra-2013-JAD-000306,MD,OR1g1m-41,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,5,,2.04,2.12,12.1543642311887,0.0328309461186627,365.775404315219,4.972370892918,,,-11.739577438971,15.7233605202827,-13.0796670630203,18.9869416515029,,
Gra-2013-JAD-000307,MD,OR1g1m-46,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,6,,2.04,2.12,88.7698831858407,0.321183393091179,280.360818142709,3.19052583516061,,,0.215185737170609,8.86137526538197,19.6195005945301,11.3529289534332,,
Gra-2013-JAD-000308,MD,OR1g1m-46b,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.04,2.12,79.992,0.270882502254181,309.502265189801,4.12279754255403,,,56.004080559164,10.1880961988056,49.3460166468489,12.67475218086,,
Gra-2013-JAD-000309,MD,OR1g1m-47,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,5,,2.04,2.12,10.4174855125143,0.0277540227849239,269.307165814502,3.01543927717154,,,-3.76973532154334,9.85039021756725,13.6741973840664,12.4455070821821,,
Gra-2013-JAD-000310,MD,OR1g1m-48,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,5,,2.04,2.12,195.994466588511,0.850637126972031,277.346185689562,3.14580754786271,,,-19.7094195563986,11.2389136635029,52.3186682520809,14.4876629019703,,
Gra-2013-JAD-000311,HD,OR1h1m-1,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.12,2.16,88.5733875063484,0.139276766578824,,,,,,,,,,
Gra-2013-JAD-000312,HD,OR1h1m-2,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.12,2.16,87.6759776536313,0.13536197237941,,,,,,,,,,
Gra-2013-JAD-000313,HD,OR1h1m-3,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.12,2.16,92.336719146775,0.223875421835772,,,,,,,,,,
Gra-2013-JAD-000314,HD,OR1h1m-5,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.12,2.16,89.7699339766379,0.170907473530963,,,,,,,,,,
Gra-2013-JAD-000315,HD,OR1h1m-6,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.12,2.16,88.2260030472321,0.137812225541299,,,,,,,,,,
Gra-2013-JAD-000316,HD,OR1h1m-7,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.12,2.16,88.4961909598781,0.143714615636418,,,,,,,,,,
Gra-2013-JAD-000317,HD,OR1h1m-8,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.12,2.16,89.538344337227,0.151093721921776,,,,,,,,,,
Gra-2013-JAD-000318,HD,OR1h1m-9,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.12,2.16,89.7892331132555,0.157808172719002,,,,,,,,,,
Gra-2013-JAD-000319,HD,OR1h1m-11,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.12,2.16,88.2549517521585,0.138893391847969,,,,,,,,,,
Gra-2013-JAD-000320,HD,OR1h1m-12,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.12,2.16,87.3864906043677,0.135726873119103,,,,,,,,,,
Gra-2013-JAD-000321,HD,OR1h1m-13,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.12,2.16,88.7374301675978,0.142734677558785,,,,,,,,,,
Gra-2013-JAD-000322,HD,OR1h1m-14,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.12,2.16,87.5698324022347,0.136134110949843,,,,,,,,,,
Gra-2013-JAD-000323,HD,OR1h1m-15,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.12,2.16,87.4057897409853,0.136637391544496,,,,,,,,,,
Gra-2013-JAD-000324,HD,OR1h1m-16,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.12,2.16,87.6084306754698,0.136560745345161,,,,,,,,,,
Gra-2013-JAD-000325,HD,OR1h1m-17,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.12,2.16,87.9461655662773,0.139503676047301,,,,,,,,,,
Gra-2013-JAD-000326,HD,OR1h1m-18,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.12,2.16,87.3575418994414,0.134324454943679,,,,,,,,,,
Gra-2013-JAD-000327,HD,OR1h1m-19,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.12,2.16,88.6698831894363,0.163399532832313,,,,,,,,,,
Gra-2013-JAD-000328,HD,OR1h1m-20,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.12,2.16,92.9735906551549,0.326517999915776,,,,,,,,,,
Gra-2013-JAD-000329,HD,OR1i1m-1,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,9,,2.16,2.3,85.9941944350198,0.342447400882215,280.215893837461,5.53883060202907,,,-8.70987921659205,6.56506920511711,4.54212454212444,5.96997294430424,,
Gra-2013-JAD-000330,HD,OR1i1m-2,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,6,,2.16,2.3,63.0422668435068,0.183401512655351,286.344674591884,6.05770850702506,,,60.7766709975459,9.17677636144694,11.8681318681317,9.11336287228766,,
Gra-2013-JAD-000331,HD,OR1i1m-3,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,5,,2.16,2.3,430.596081414995,3.55572592877033,290.76543448032,6.00928271908235,,,-19.2964727395216,7.50335158131148,-6.30036630036634,7.42786340861141,,
Gra-2013-JAD-000332,HD,OR1i1m-4,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,4,,2.16,2.3,336.204586190706,1.59268862387478,475.332159822527,10.1798554026164,,,-167.508782060536,9.75284886821174,-291.721611721612,9.73626644587806,,
Gra-2013-JAD-000333,HD,OR1i1m-5,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,2.16,2.3,90.6616767595763,0.340517955277162,290.464019033381,5.94566557151166,,,-1.203021991242,7.12850037389556,14.2124542124542,6.81906746814998,,
Gra-2013-JAD-000334,HD,OR1i1m-6,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,8,,2.16,2.3,6.0750199630555,0.0138089575717938,358.684381857201,8.16282159057288,,,39.2185169144892,9.93064706339202,37.3626373626372,10.5110673115692,,
Gra-2013-JAD-000335,HD,OR1i1m-7,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,5,,2.16,2.3,90.3803776016231,0.29181825993064,268.963050485078,6.26053817630945,,,-18.3340551465281,9.16158616006395,-1.02564102564107,9.76976864638151,,
Gra-2013-JAD-000336,HD,OR1i1m-8,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,4,,2.16,2.3,243.584233812789,1.39998314719557,374.157041466728,15.9702792468187,,,48.2652422886292,13.420918398289,107.399267399267,15.5667344570409,,
Gra-2013-JAD-000337,HD,OR1i1m-9,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,6,,2.16,2.3,205.452570179136,0.994206399850282,295.286666184402,6.17682573307221,,,56.9270006255715,7.75501399884894,52.0146520146521,7.40437428346016,,
Gra-2013-WOP-000001,MD,"KFA1[0,4]",Wopenka et al. (2013) GCA 106:463,full,Murchison,WU NanoSIMS,3.3,,2.05,2.1,91.4,0.5,268.8,2.2,,,,,,,,
Gra-2013-WOP-000002,MD,"KFA1[1,2]a",Wopenka et al. (2013) GCA 106:463,full,Murchison,WU NanoSIMS,5.1,,2.05,2.1,91.3,0.5,257.3,4.9,,,,,,,,
Gra-2013-WOP-000003,MD,"KFA1[1,2]b-2",Wopenka et al. (2013) GCA 106:463,full,Murchison,WU NanoSIMS,3.4,,2.05,2.1,35.3,0.2,262.3,2.3,,,,,,,,
Gra-2013-WOP-000004,MD,"KFA1[2,1]",Wopenka et al. (2013) GCA 106:463,full,Murchison,WU NanoSIMS,4.3,,2.05,2.1,91.3,0.5,101.6,0.9,,,,,,,,
Gra-2013-WOP-000005,MD,"KFA1[3,00]a",Wopenka et al. (2013) GCA 106:463,full,Murchison,WU NanoSIMS,13,,2.05,2.1,7.5,0.1,271.4,3.7,,,,,,,,
Gra-2013-WOP-000006,MD,"KFA1[3,00]b",Wopenka et al. (2013) GCA 106:463,full,Murchison,WU NanoSIMS,3.3,,2.05,2.1,1773.9,13.3,227.3,2.6,,,,,,,,
